Home,Away,Date,Favorite,Spread,TeamWin,WinPoints,LosePoints,Homeptsposs,AwayPtsposs,HomeeFG,AwayeFG,HomeTOV,AwayTOV,HomeOREB,AwayOREB,HomeFTR,AwayFTR,HomeRest,AwayRest,Pick,OT
ORL,HOU,12/13/19,HOU,6.5,HOU,130,107,116.3,140.2,52.2,68.6,7.6,9.8,28.8,24.3,13.2,14.1,1,1,,
PHI,NOP,12/13/19,PHI,7,PHI,116,109,116,109,53.4,48.3,11,9,26.5,24.1,27.1,27.6,0,1,,
ATL,IND,12/13/19,IND,6,IND,110,100,94.3,103.8,44.7,53.8,14.2,14.2,24.6,14.9,17.2,12.1,1,1,,
CHI,CHA,12/13/19,CHI,7,CHA,83,73,73.2,84.7,33.9,41.8,14.4,21.4,20.3,29.4,13.3,21.5,1,1,,
MIA,LAL,12/13/19,LAL,5.5,LAL,113,110,110,115.3,51.8,56.3,8,19.4,13,34.7,26.2,17.2,2,1,,
MEM,MIL,12/13/19,MIL,12.5,MIL,127,114,104.7,116.5,49,56.9,12.1,15.6,22.2,26.1,18.4,32.2,1,1,,
MIN,LAC,12/13/19,LAC,4.5,LAC,124,117,108.3,112.8,50.6,56.3,16.7,17.4,20.4,20,36.5,44.3,1,1,,
SAC,NYK,12/13/19,SAC,8.5,NYK,103,101,111,114.4,57.2,51.1,15.4,10,21.7,33.3,7.2,6.4,1,1,,
PHX,SAS,12/14/19,SAS,2,SAS,121,119,101.7,100.8,48.5,45.3,8.5,9.3,16.1,18.2,18.4,23.8,2,1,PHX,TRUE
TOR,BRK,12/14/19,TOR,7.5,TOR,110,102,100,92.7,45.9,44.6,10,18.2,19,26.6,20.4,12,2,2,BRK,
MEM,WAS,12/14/19,MEM,1,MEM,128,111,119.6,102.8,62.7,50.6,22.4,16.8,33.3,20.4,25,29.4,0,3,WAS,
CHI,LAC,12/14/19,LAC,4.5,CHI,109,106,110.1,107.1,55.3,50,18.2,15.2,27.7,20.4,17.6,32.9,0,0,LAC,
DAL,MIA,12/14/19,DAL,8.5,MIA,122,118,108.3,110.9,53,51.6,10.1,9.1,16.9,15.1,11,31.1,1,0,MIA,TRUE
MIL,CLE,12/14/19,MIL,12.5,MIL,125,108,123.8,105.9,62.4,53.9,11.9,17.6,19.5,27.7,22.4,12.4,0,1,MIL,
DEN,OKC,12/14/19,DEN,6.5,DEN,110,102,112.2,103.1,54.7,50.6,16.3,15.3,29.5,20.5,20.2,24.7,1,2,OKC,
HOU,DET,12/14/19,HOU,7,DET,115,107,101.9,109.6,46.6,51.1,10.5,13.5,21.9,25.5,11.8,22.8,0,1,DET,
NOP,ORL,12/15/19,NOP,1,ORL,130,119,121.4,127,64.2,61.2,17.3,10,26.7,25.6,6.8,23.6,1,1,ORL,
IND,CHA,12/15/19,IND,11.5,IND,107,85,109.2,86.7,51.1,33.5,9.2,12.2,20,31.8,19.3,26.7,1,1,CHA,
ATL,LAL,12/15/19,LAL,11.5,LAL,101,96,89.6,93.5,43,45.8,18.9,20.6,22.4,27.5,25.6,29.3,1,1,LAL,
BRK,PHI,12/15/19,PHI,5,BRK,109,89,106.9,85.4,50.5,45.9,15.7,15.5,32.7,18,14.9,11.6,0,1,PHI,
DEN,NYK,12/15/19,DEN,10.5,DEN,111,105,122,114.1,52.1,51.1,9.9,12,34,32.7,13.8,9.6,0,1,DEN,
GSW,SAC,12/15/19,SAC,3.5,SAC,100,79,84.9,105.3,42.9,68.3,22.6,30.9,24.5,20,16.9,22.2,1,1,SAC,
DET,WAS,12/16/19,DET,2.5,WAS,133,119,120.2,135.7,55.2,65.9,14.1,16.3,37.5,31.6,28.6,19.5,1,1,,
TOR,CLE,12/16/19,TOR,12.5,TOR,133,113,130.7,113,67.4,55.6,6.9,11,15.8,21.3,14.6,14.4,1,1,,
OKC,CHI,12/16/19,OKC,5.5,OKC,109,106,111.2,107.1,62.3,54.6,26.5,14.1,27,16.3,33.3,13.1,1,1,,
HOU,SAS,12/16/19,HOU,10,HOU,109,107,98.2,98.2,46.4,48.9,11.7,16.5,24.6,19.6,18.6,18.5,1,1,,
MEM,MIA,12/16/19,MIA,3,MEM,118,111,119.4,111,56.4,52.5,17.3,14,39.6,23.8,24.4,32.1,1,1,,
MIL,DAL,12/16/19,MIL,10.5,DAL,120,116,112.6,116.5,47.1,55.7,8.7,13.6,29.2,20.8,16.2,25,1,1,,
PHX,POR,12/16/19,POR,2.5,POR,111,110,106.8,108.8,52.2,56,20.4,19.6,30.6,22.2,18,20.2,1,3+,,
IND,LAL,12/17/19,LAL,1,IND,105,102,111.7,109.7,54.1,51.6,13.8,14,32.6,32.7,15.3,8.8,1,1,,
CHA,SAC,12/17/19,SAC,5,CHA,110,102,119.6,109.7,56.2,48.9,20.7,10.8,43.5,26.9,23.5,13.2,1,1,,
NYK,ATL,12/17/19,NYK,2,NYK,143,120,133.6,110.2,62.6,53,11.2,10.2,33.3,23.6,25.5,15.2,1,1,,
NOP,BRK,12/17/19,BRK,2,BRK,108,101,93.5,100,39.4,47.4,8.3,12,30.1,22,15,17.7,1,1,,TRUE
UTA,ORL,12/17/19,UTA,6.5,UTA,109,102,109.2,104.1,55,48.9,14.3,3.1,23.5,7.5,11.2,11.8,3+,1,,
LAC,PHX,12/17/19,LAC,14,LAC,120,99,114.3,94.3,58.4,45.1,15.2,19,19.6,33.3,18,6.9,2,2,,
WAS,CHI,12/18/19,WAS,1,CHI,110,109,100.9,100.9,43.2,45.9,14.8,13.8,29.5,25,28.4,21.6,1,1,,TRUE
DET,TOR,12/18/19,TOR,2.5,TOR,112,99,98,110,48.3,50,15,12,21.6,24.5,17.2,23.3,1,1,,
CLE,CHA,12/18/19,CLE,3,CLE,100,98,109.9,107.7,58.8,47.8,27.5,9.9,45.9,28.1,17.6,12.1,1,0,,
PHI,MIA,12/18/19,PHI,8,MIA,108,104,107.2,112.5,48.9,54.1,13.4,16.7,29.6,30.4,17.8,19.3,2,1,,
OKC,MEM,12/18/19,OKC,6.5,OKC,126,122,122.3,118.4,58.9,56.1,11.7,14.6,20,34,32.1,12.4,1,1,,
MIN,NOP,12/18/19,MIN,3.5,NOP,107,99,98,105.9,43.2,52.3,10.9,18.8,25.4,26.5,17.9,20,3+,0,,
DAL,BOS,12/18/19,BOS,1.5,BOS,109,103,106.2,110.2,47.7,47.7,8.2,16.3,18.2,34.6,23,31.4,1,3+,,
DEN,ORL,12/18/19,DEN,9,DEN,113,104,115.6,106.1,54.2,48.9,19.8,13.3,37.8,21.6,26.2,21.8,2,0,,
POR,GSW,12/18/19,POR,9,POR,122,112,118.4,108.8,50,47.6,10.7,7.8,36.5,31.2,26,13.7,1,2,,
ATL,UTA,12/19/19,UTA,6.5,UTA,111,106,98.1,103.7,49.4,50.6,14.8,17.8,18,26,18.9,32.5,1,1,,
MIL,LAL,12/19/19,MIL,3.5,MIL,111,104,112.2,107.2,57.1,53.8,14.3,19.6,22.7,22.9,29.9,22.5,2,1,,
SAS,BRK,12/19/19,SAS,4,SAS,118,105,112.4,100,51.6,46.4,10.5,17.1,24.1,17.4,19.8,33.7,1,2,,
LAC,HOU,12/19/19,LAC,5.5,HOU,122,117,109.3,113.1,58.6,58.1,16.8,16.8,20.5,24.4,17.2,25.6,1,2,,
IND,SAC,12/20/19,IND,5,IND,119,105,124,109.4,60.5,50.5,9.4,12.5,19,29.4,17.4,14.4,2,2,,
CLE,MEM,12/20/19,MEM,2.5,CLE,114,107,115.2,105.9,52.7,50,16.2,6.9,34.5,20.7,18.7,5,1,1,,
BOS,DET,12/20/19,BOS,9,BOS,114,93,107.6,91.2,57.6,46.5,19,24.5,31,30.9,17.4,16.5,1,1,,
TOR,WAS,12/20/19,TOR,6.5,TOR,122,118,113.1,112.4,56.4,54,15.9,14.3,18.6,20.4,44.2,27.6,1,1,,
PHI,DAL,12/20/19,PHI,8.5,DAL,117,98,98,114.7,47.8,60.2,15,15.7,21.8,18.6,13.3,20.7,1,1,,
MIA,NYK,12/20/19,MIA,9,MIA,129,114,129,115.2,67.5,48.9,18,8.1,25.6,28.3,32.9,23.4,1,2,,
OKC,PHX,12/20/19,OKC,3,OKC,126,108,127.6,108.2,62.1,50,15.3,16.3,32.5,34,20.7,24.1,1,2,,
DEN,MIN,12/20/19,DEN,10.5,DEN,109,100,111.2,103.1,55.1,47.1,16.3,14.4,31.1,31.5,12.5,20.7,1,1,,
POR,ORL,12/20/19,POR,3.5,POR,118,103,115.7,102,60.1,40,20.6,9.9,26.8,36.2,20.7,17.1,1,1,,
GSW,NOP,12/20/19,NOP,2,GSW,106,102,102.9,97.1,49.4,46.8,17.5,17.3,22.9,27.8,29.3,16.7,1,1,,
CHA,UTA,12/21/19,UTA,6.5,UTA,114,107,109.4,115.5,52.9,63.3,14.6,21.6,25,27.8,20.2,25.7,2,1,,
BRK,ATL,12/21/19,BRK,7.5,BRK,122,112,110,100.9,51.5,42.4,14.5,9.2,30.4,23.5,19.2,22.1,1,1,,
PHI,WAS,12/21/19,PHI,12.5,PHI,125,108,123.8,105.9,59.6,44.9,13.9,10.8,34.7,22.2,13.8,33,0,0,,
DET,CHI,12/21/19,CHI,1.5,CHI,119,107,108.1,120.2,55.2,63.6,16.2,21.2,18.8,34.2,12.6,27.3,2,2,,
NYK,MIL,12/21/19,MIL,12.5,MIL,123,102,95.3,115,44.8,58.8,14,17.8,23.3,25.5,15.5,27.1,0,1,,
MEM,SAC,12/21/19,SAC,2,MEM,119,115,115.5,111.7,57.2,48.5,13.6,12.6,20,35.1,29.3,18.2,0,0,,
SAS,LAC,12/21/19,LAC,7,LAC,134,109,104.9,130.4,57.3,60.6,17.5,11.8,12.8,29.8,18.5,14.1,1,1,,
PHX,HOU,12/21/19,HOU,9,HOU,139,125,121.4,135,56,69.5,9.7,9.7,28.3,12.5,25.8,20.7,0,1,,
POR,MIN,12/21/19,POR,7,POR,113,106,108.7,101,49.5,52.3,14.4,16.2,29.1,14.6,21.3,17.2,0,0,,
TOR,DAL,12/22/19,TOR,3,TOR,110,107,107.8,102.9,44.7,47.2,11.8,16.5,31,27.3,27.7,24.7,1,1,TOR,
BOS,CHA,12/22/19,BOS,13,BOS,119,93,129.3,100,60.2,46.3,14.1,6.5,34.1,7.7,14.8,21,1,0,BOS,
MIL,IND,12/22/19,MIL,7.5,MIL,117,89,115.8,88.1,49.5,43,9.9,12.9,34.4,23.8,13.6,3,0,1,IND,
OKC,LAC,12/22/19,LAC,1.5,OKC,118,112,115.7,110.9,52.1,52.9,11.8,16.8,31.4,27.7,17.5,24.4,1,0,,
LAL,DEN,12/22/19,LAL,3.5,DEN,128,104,108.3,133.3,53,54.9,19.8,10.4,39.1,42.9,19.3,29.7,2,1,,
IND,TOR,12/23/19,IND,5.5,IND,120,115,114.4,109.5,56.8,51.6,12.5,13.3,28.3,29.4,12.6,19.1,0,0,TOR,TRUE
ORL,CHI,12/23/19,ORL,5,ORL,103,95,102,94.9,53.7,47.2,11.9,17.2,13.3,24.1,18.5,13.8,2,1,CHI,
DET,PHI,12/23/19,PHI,5.5,PHI,125,109,110.1,127.6,57.1,61.1,14.1,12.2,23.8,39.5,15.5,9.5,1,1,PHI,
CLE,ATL,12/23/19,ATL,1.5,CLE,121,118,109,104.4,57.8,55.3,20.7,14.2,25.5,10.6,10.5,14,2,1,CLE,
NYK,WAS,12/23/19,NYK,3.5,WAS,121,115,115,121.2,55.4,52,14,9.1,26.5,40.4,12.9,17,1,1,WAS,
MIA,UTA,12/23/19,MIA,4.5,MIA,107,104,107,104,46.1,50,13,12,33.3,20.4,26.7,15.7,2,1,UTA,
MEM,SAS,12/23/19,SAS,1.5,SAS,145,115,110.7,138.1,54.7,75.8,12.6,11.4,21.8,13.8,10.4,11.2,1,1,MEM,
PHX,DEN,12/23/19,DEN,3,DEN,113,111,109.9,113,55.7,64.7,16.8,21,22.2,16.7,16.1,15.4,1,0,DEN,
POR,NOP,12/23/19,POR,5.5,NOP,102,94,93.1,102,42.9,48.9,10.9,13,20,24.6,17.8,11.8,1,2,POR,
SAC,HOU,12/23/19,HOU,5.5,HOU,113,104,101,108.7,51.1,53.4,18.4,10.6,29.2,14.3,17.2,23,1,1,HOU,
GSW,MIN,12/23/19,MIN,1.5,GSW,113,104,107.6,98.1,51.2,46,19,15.1,28,20.4,29.1,26.1,2,1,GSW,
TOR,BOS,12/25/19,BOS,2.5,BOS,118,102,101,118,52.5,57.6,16.8,19,16.3,39.6,22.5,13.2,1,2,BOS,
PHI,MIL,12/25/19,MIL,3,PHI,121,109,123.7,112.4,54,54.2,8.2,10.3,30.5,24,11.9,6.3,1,2,MIL,
GSW,HOU,12/25/19,HOU,11,GSW,116,104,111.5,101,52.3,45,15.4,11.7,25,25,29.4,14,1,1,HOU,
LAL,LAC,12/25/19,LAL,2.5,LAC,111,106,104,111,46.9,51.2,12.9,16,27.6,34.7,16.8,28.2,2,2,LAC,
DEN,NOP,12/25/19,DEN,9.5,NOP,112,100,103.1,114.3,46.7,55.6,12.4,19.4,29.1,36.7,15.2,13.3,1,1,NOP,
DET,WAS,12/26/19,DET,6.5,DET,132,102,131,102,64.5,45.1,15,12.1,34.9,31,24.4,20.7,2,2,,
BRK,NYK,12/26/19,BRK,7,NYK,94,82,82,94.9,35.3,45.1,13,14.1,15.3,24.6,34.6,12,3+,2,,
OKC,MEM,12/26/19,OKC,5.5,MEM,110,97,100,113.4,46.7,60.7,9.3,16.5,20.4,23.7,12,9.6,3+,2,,
DAL,SAS,12/26/19,DAL,8,DAL,102,98,102,100,51.1,53,14,13.3,24.1,10.9,11.2,12,3+,2,,
SAC,MIN,12/26/19,SAC,7,MIN,105,104,91.2,89.7,38.8,38.4,10.5,12.9,24.3,22.9,19.6,22.1,2,2,,TRUE
UTA,POR,12/26/19,UTA,5.5,UTA,121,115,128.7,118.9,65.4,56.7,11.7,12.6,20,27.7,18.8,15.9,2,2,,
BOS,CLE,12/27/19,BOS,14,BOS,129,117,127.7,115.8,58.9,57.1,10.9,10.9,29.8,20.5,18.1,23.5,1,3+,,
CHA,OKC,12/27/19,OKC,1,OKC,104,102,96.2,98.1,45,47.8,14.3,13.3,31.1,23.5,10.9,21.6,2,0,,TRUE
ORL,PHI,12/27/19,PHI,4,ORL,98,97,95.1,95.1,47.7,46,15.7,15.7,26.8,22.6,15.9,20,3+,1,,
ATL,MIL,12/27/19,MIL,7.5,MIL,112,86,80.4,103.7,42.9,56.6,16.8,16.7,13.3,17,8.8,9.9,3+,1,,
MIA,IND,12/27/19,MIA,5,MIA,113,112,116.5,114.4,53.9,56.7,13.4,4.1,29.2,4.4,19.5,11.1,3+,3+,,
GSW,PHX,12/27/19,PHX,3.5,GSW,105,96,102,95,46.2,51.3,10.8,26.7,24.1,27.9,21.7,25.3,1,3+,,
DEN,MEM,12/28/19,DEN,9,DEN,119,110,117.8,108.9,53.2,54.2,9.9,16.8,29.4,26.7,21.5,22.6,2,1,,
NOP,IND,12/28/19,NOP,1.5,NOP,120,98,115.4,94.2,55.9,42.4,12.5,17.3,24,24.5,17.2,30.6,2,0,,
BOS,TOR,12/28/19,BOS,7,TOR,113,97,97,112,44.2,60.7,15,22,22,37.5,35.9,13.1,0,2,,
WAS,NYK,12/28/19,NYK,3.5,NYK,107,100,95.2,101.9,39.6,51.2,11.4,21,26.6,29.4,25.5,23.5,1,1,,
MIA,PHI,12/28/19,MIA,1.5,MIA,117,116,113.6,112.6,50,52.8,7.8,10.7,22.6,20.8,24.7,24.7,0,0,,TRUE
MIN,CLE,12/28/19,MIN,6.5,CLE,94,88,84.6,91.3,39.8,44.2,16.3,28.2,22.6,42.9,15.1,33.8,1,0,,
HOU,BRK,12/28/19,HOU,9.5,HOU,108,98,103.8,93.3,50,46.2,13.5,14.3,30.6,25.9,6.9,14.1,2,1,,
CHI,ATL,12/28/19,CHI,9.5,CHI,116,81,114.9,79.4,58,42.4,16.8,20.6,28.9,22.2,17.2,9.4,3+,0,,
SAS,DET,12/28/19,SAS,5,SAS,136,109,132,105.8,66.7,51.1,10.7,10.7,17.1,20.7,13,18.9,1,1,,
MIL,ORL,12/28/19,MIL,6,MIL,111,100,109.9,99,58.9,48.3,23.8,10.9,33.3,13.2,14.5,18.6,0,0,,
GSW,DAL,12/28/19,DAL,10.5,DAL,141,121,114.2,131.4,58.7,65.2,13.2,12.4,20.4,22.7,14.1,22.8,0,1,,
SAC,PHX,12/28/19,SAC,2.5,PHX,112,110,114.6,112.2,56,56.9,12.5,14.3,23.9,26.2,19,14.9,1,0,,
POR,LAL,12/28/19,LAL,5,LAL,128,120,117.8,124.5,56.4,57.7,15.8,10.8,29.2,28.3,26.7,25.3,1,2,,
LAC,UTA,12/28/19,LAC,7.5,UTA,120,107,108.2,123.7,43.2,62.2,8.2,13.4,30,22.5,26.6,15.3,2,1,,
TOR,OKC,12/29/19,TOR,5,OKC,98,97,103.2,102.1,51.2,50,18.1,17.9,25,22.2,14.5,26,0,1,,
NOP,HOU,12/29/19,NOP,5,NOP,127,112,129.6,114.3,57.8,61.1,9.2,17.3,34,20.9,8.9,16,0,0,,
DEN,SAC,12/29/19,DEN,8,DEN,120,115,125,119.8,56.8,60.6,12.5,14.6,32.5,30,35,14.1,0,0,,
MEM,CHA,12/29/19,MEM,2.5,MEM,117,104,114.9,103,54.3,48.3,13.9,13.9,30.4,23.5,18.5,24.7,0,1,,
LAL,DAL,12/29/19,LAL,5,LAL,108,95,104.9,92.2,54.5,43.3,15.7,18.6,20,30.4,29.5,20.5,0,0,,
WAS,MIA,12/30/19,MIA,11,WAS,123,105,125.5,107.1,61.3,52.1,10.2,19.4,21.7,23.3,23.8,40.3,1,1,,
ORL,ATL,12/30/19,ORL,10.5,ATL,101,93,95.9,104.1,44.4,53.7,9.3,21.6,21.8,30.2,15.9,17.3,1,1,,
MIN,BRK,12/30/19,BRK,4.5,MIN,122,115,102.5,97.5,48.6,48,11.8,14.4,21.2,16.1,20.2,20.2,1,1,,TRUE
CHI,MIL,12/30/19,MIL,8.5,MIL,123,102,99,119.6,45.3,61.3,9.7,17.6,25.4,25.6,4.7,23.8,1,1,,
UTA,DET,12/30/19,UTA,9.5,UTA,104,81,109.5,84.4,53,40.5,15.8,17.7,28.3,20.4,19.3,21.5,1,1,,
POR,PHX,12/30/19,POR,4,PHX,122,116,119.6,123.5,53.1,54.9,9.3,11.2,25.9,30.6,14.6,22.8,1,1,,
IND,PHI,12/31/19,IND,3.5,IND,115,97,119.8,101.1,55.2,44,6.2,15.8,23.9,37,23.3,18.9,2,2,,
CHA,BOS,12/31/19,BOS,7.5,BOS,109,92,94.8,112.4,46.5,52.6,17.5,13.4,24.1,32.7,14,7.3,1,2,,
SAC,LAC,12/31/19,LAC,6.5,LAC,105,87,93.5,112.9,46.2,47.7,17.2,12.9,24,33.3,16.3,23.9,1,2,,
TOR,CLE,12/31/19,TOR,8,TOR,117,97,123.2,99,57.7,48.3,12.6,15.5,25.5,26.5,23.8,15.1,1,2,,
SAS,GSW,12/31/19,SAS,11,SAS,117,113,115.8,109.8,54.2,52.1,9.9,8.8,26.9,20,13.5,13.7,2,2,,TRUE
HOU,DEN,12/31/19,HOU,6,HOU,130,104,129,105.1,62.1,50.5,15,16.2,36.4,33.3,25.3,6.2,1,1,,
OKC,DAL,12/31/19,DAL,2.5,OKC,106,101,110.4,103.1,46.2,43.5,12.5,11.2,37,31.1,24.2,21.7,1,1,,
WAS,ORL,01/01/20,ORL,3,ORL,122,101,99,118.4,43.1,53.7,12.7,8.7,21.4,28.3,29.9,21.1,1,1,,
NYK,POR,01/01/20,POR,4,NYK,117,93,117,93.9,55.1,44.7,7,9.1,25,18.3,9.2,9.7,3+,1,,
MIL,MIN,01/01/20,MIL,18,MIL,106,104,101.9,99,47.3,45.6,16.5,11.5,27.9,18.6,18.1,23.3,1,1,,
LAL,PHX,01/01/20,LAL,11,LAL,117,107,114.9,107,51.7,52.3,12.9,15,28.3,23.9,26.7,19.8,2,1,,
CLE,CHA,01/02/20,CLE,2,CHA,109,106,111.6,114.7,58.6,53.6,15.8,11.6,21.1,22.2,13.9,25,1,1,,
IND,DEN,01/02/20,DEN,1,DEN,124,116,126.1,133.3,59.8,57.5,9.8,10.8,21.4,39,22,27.6,1,1,,
MIA,TOR,01/02/20,MIA,5.5,MIA,84,76,93.3,84.4,48.1,34.8,18.9,12.2,26,29.5,7.5,15.7,2,1,,
CHI,UTA,01/02/20,UTA,3.5,UTA,102,98,104.3,109.7,45.2,55.9,11.8,18.3,33.3,22,13.8,22.7,2,2,,
MIN,GSW,01/02/20,MIN,3,MIN,99,84,102.1,88.4,46.8,44.8,15.5,17.9,33.9,19.6,10.6,19.5,0,1,,
DAL,BRK,01/02/20,DAL,8,DAL,123,111,123,111,60,52.7,14,12,28.9,27.5,16.7,16.5,1,2,,
SAS,OKC,01/02/20,SAS,2.5,OKC,109,103,114.4,118.5,50.5,53.4,10,4.3,30.2,23.9,10.9,15.9,1,1,,
SAC,MEM,01/02/20,SAC,4.5,SAC,128,123,118.5,113.9,56.7,55.4,12,15.7,21.7,23.9,29.2,21.5,1,3+,,
LAC,DET,01/02/20,LAC,12.5,LAC,126,112,122.3,108.7,60.3,46.3,14.6,10.7,26.1,29.8,16.3,26.9,1,2,,
WAS,POR,01/03/20,POR,7,POR,122,103,108.5,127.7,48.3,54.5,13.8,7.4,37.7,35.6,18.2,29.9,1,1,,
ORL,MIA,01/03/20,ORL,1,ORL,105,85,109.4,87.6,48.8,41.9,11.5,18.6,20.4,20,32.1,22.5,1,0,,
BOS,ATL,01/03/20,BOS,10.5,BOS,109,106,105.8,102.9,47.3,50.5,12.6,13.6,32.7,18.9,22.8,13.2,2,3+,,
HOU,PHI,01/03/20,HOU,4.5,HOU,118,108,115.8,105.9,54.7,48.9,13.9,10.9,24.5,25.9,28.2,19.6,2,2,,
PHX,NYK,01/03/20,PHX,7,PHX,120,112,115.5,108.7,52.2,50,9.7,14.6,24.5,28.6,28.9,22,1,1,,
LAL,NOP,01/03/20,LAL,10,LAL,123,113,119.4,109.7,58.1,52.5,13.6,11.7,22.2,27.8,27.1,5.9,1,3+,,
LAC,MEM,01/04/20,LAC,10,MEM,140,114,105.6,128.7,48,60.4,12,8.3,26.7,24.5,16.8,25,1,1,,
BRK,TOR,01/04/20,BRK,2,TOR,121,102,100,117.8,57.5,52.1,24.2,7.9,15.8,30.9,37.3,20.6,1,1,,
ORL,UTA,01/04/20,UTA,4,UTA,109,96,104.3,117.4,51.2,53.8,10.9,8.7,19.1,30.4,10.7,9.7,0,1,,
CLE,OKC,01/04/20,OKC,6.5,OKC,121,106,108.2,122.2,54.1,52.1,15.3,12.1,21.7,38.2,16.7,22.1,1,1,,
ATL,IND,01/04/20,IND,7,ATL,116,111,116.2,111.1,57.3,47.1,14.1,11.1,23.7,28.8,27.5,33.7,0,1,,
CHI,BOS,01/04/20,CHI,1,BOS,111,104,107.2,115.6,50.6,57.3,16.5,20.8,28,34.1,28.8,20.7,1,0,,
WAS,DEN,01/04/20,DEN,13,WAS,128,114,128,115.2,58.2,49.4,11,12.1,38.1,26.5,24.4,32.2,0,1,,
GSW,DET,01/04/20,DET,3,DET,111,104,103,106.9,47,58.4,13.9,20.8,25.5,22.5,32.9,16.9,1,1,,
DAL,CHA,01/04/20,DAL,11.5,CHA,123,120,118.8,123,54.5,55.9,9.9,18,26.9,37.8,11.1,32.9,1,1,,TRUE
MIL,SAS,01/04/20,MIL,12,MIL,127,118,121,112.5,59.2,46.8,8.6,7.7,15.7,23.2,27.6,33.3,2,1,,
SAC,NOP,01/04/20,SAC,2.5,NOP,117,115,107.5,109.4,51.8,52.9,19.8,14.2,30.8,23.5,31.8,28.7,1,0,,
LAC,NYK,01/05/20,LAC,9.5,LAC,135,132,122.4,125.7,65.1,64.3,17.8,15.2,25.6,23.8,33.3,28.6,0,1,,
MIA,POR,01/05/20,MIA,5,MIA,122,111,124.7,115.6,62.2,53.4,11.3,10.4,26.7,21.3,11.2,20.7,1,1,,
CLE,MIN,01/05/20,MIN,6,MIN,118,103,104,118,52.4,56.8,20.2,17,26.7,32.7,17.9,10.6,0,2,,
PHX,MEM,01/05/20,PHX,7,MEM,121,114,109.7,116.3,48.4,65.1,9.7,16.3,24.1,10,23.4,15.9,1,0,,
LAL,DET,01/05/20,LAL,14.5,LAL,106,99,101,95.2,48.9,44.2,12.6,15.4,23.1,18,17.4,38.5,1,0,,
ORL,BRK,01/06/20,ORL,5,ORL,101,89,100,87.3,48.1,38.5,19.8,12.7,25.5,21.5,28.4,16.1,1,1,,
WAS,BOS,01/06/20,BOS,9,WAS,99,94,98,92.1,50.6,38.9,13.9,16.8,17,34.4,17.1,21.1,1,1,,
CHA,IND,01/06/20,IND,6,IND,115,104,110.9,127.8,51.9,58.4,13,12.2,23.8,33.3,25,12.4,1,1,,
PHI,OKC,01/06/20,PHI,7,PHI,120,113,123.7,115.3,58.3,51.7,10.3,13.3,25.5,34.6,16.7,23.6,2,1,,
ATL,DEN,01/06/20,DEN,7,DEN,123,115,121.1,128.4,57.1,56,10.5,4.2,16.3,25.5,36,22,1,1,,
NOP,UTA,01/06/20,UTA,4,UTA,128,126,126.3,128.6,54.8,60,6.1,8.2,26.5,20,25.8,22.2,1,1,,
DAL,CHI,01/06/20,DAL,8,DAL,118,110,124.2,115.8,61.9,51.5,15.8,9.5,29.3,34.6,16.9,9.2,1,1,,
SAS,MIL,01/06/20,MIL,8,SAS,126,104,128.9,106.1,61.9,47.9,13.4,8.2,27.9,19.6,19.3,13.7,1,1,,
SAC,GSW,01/06/20,SAC,10,SAC,111,98,101.9,90.7,57.4,42.4,21.5,17.8,14,26.4,22.2,29.4,1,1,,
TOR,POR,01/07/20,TOR,2.5,POR,101,99,101,105.2,44.3,50.6,13.5,11.5,33.9,18,14.9,14,2,1,,
CLE,DET,01/07/20,DET,3.5,DET,115,113,116.7,118.6,57.6,53.3,17.7,9.3,27.9,21.6,17.9,19.8,1,1,,
BRK,OKC,01/07/20,BRK,1,OKC,111,103,92.8,99.1,46.4,47.3,15.3,15.2,21.7,18.5,12.2,26.4,0,0,,TRUE
MEM,MIN,01/07/20,MEM,4.5,MEM,119,112,112.3,107.7,56.2,52.8,15.1,19.2,23.3,27.5,21.6,18.9,1,1,,
PHX,SAC,01/07/20,PHX,6.5,SAC,114,103,103,112.9,55.2,53,19,15.8,14.6,25.5,23.7,29.8,1,0,,
LAL,NYK,01/07/20,LAL,13.5,LAL,117,87,112.5,82.9,60.4,41.1,19.2,16.2,14.6,26.7,22,9.5,1,1,,
ORL,WAS,01/08/20,ORL,9.5,ORL,123,89,121.8,86.4,55.2,46.4,16.8,22.3,34.8,22,31,13.3,1,1,,
IND,MIA,01/08/20,IND,1.5,MIA,122,108,111.3,122.2,53,63,12.4,11.1,18.8,15,22.9,24.7,1,2,,
CHA,TOR,01/08/20,TOR,2.5,TOR,122,110,111.1,114.3,52.9,52.1,20.2,13.3,36,30.4,22.4,14.9,1,0,,TRUE
BOS,SAS,01/08/20,BOS,7,SAS,129,114,108.6,121,48.9,60.3,14.3,14.3,24.1,20,30.3,27.6,1,1,,
ATL,HOU,01/08/20,HOU,8,HOU,122,115,104.6,111,42.9,49.5,10.1,11.9,31.8,29.8,22.9,34.1,1,3+,,
DAL,DEN,01/08/20,DAL,4,DEN,107,106,110.4,112.6,58.4,54.2,13.5,13.7,17.1,27.3,21.1,19,1,1,,
NOP,CHI,01/08/20,NOP,3.5,NOP,123,108,120.6,106.9,55.7,52.2,14.7,11.9,34.8,24.1,29.9,13,1,1,,
UTA,NYK,01/08/20,UTA,14,UTA,128,104,134.7,109.5,63.3,47.9,7.4,9.5,28.6,28.3,15.7,11.5,1,0,,
